Month,District_Name,Sector,Investment,Number_Of_Employees,social_status_General,social_status_OBC,social_status_SC_ST
2022-02-01,Medchal-Malkajgiri,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.2,19,1,0,0
2022-02-01,Medchal-Malkajgiri,Food Processing,2.1999999999999997,32,2,0,0
2022-02-01,Medchal-Malkajgiri,Others,2.3,35,1,1,0
2022-02-01,Medchal-Malkajgiri,Paper and Printing,1.4557,125,6,0,0
2022-02-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,44.133,181,8,0,0
2022-02-01,Medchal-Malkajgiri,Plastic and Rubber,2.12,78,4,2,2
2022-02-01,Medchal-Malkajgiri,R&D,137.2683,772,2,1,0
2022-02-01,Medchal-Malkajgiri,Textiles,0.05,12,0,1,0
2022-02-01,Medchal-Malkajgiri,Wood and Leather,0.56,18,3,0,0
2022-02-01,Mulugu,Food Processing,0.515,9,1,0,0
2022-02-01,Nagarkurnool,Food Processing,0.99,12,1,0,0
2022-02-01,Nalgonda,Food Processing,3.6,21,2,0,1
2022-02-01,Nalgonda,Others,0.25,6,1,0,0
2022-02-01,Nalgonda,Pharmaceuticals and Chemicals,27.0,75,1,0,0
2022-02-01,Nalgonda,Plastic and Rubber,2.0,30,2,0,0
2022-02-01,Narayanpet,Beverages,602.5,500,1,0,0
2022-02-01,Narayanpet,Food Processing,1.1614,18,0,2,0
2022-02-01,Narayanpet,Others,0.229,8,0,1,0
2022-02-01,Nirmal,Beverages,0.18,5,1,0,0
2022-02-01,Nirmal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,20,0,1,0
2022-02-01,Nirmal,Food Processing,4.01,33,0,4,1
2022-02-01,Nizamabad,Agro based incl Cold Storages,0.045,2,1,0,0
2022-02-01,Nizamabad,Engineering,0.11000000000000001,7,0,1,1
2022-02-01,Nizamabad,Food Processing,1.34,15,2,1,0
2022-02-01,Nizamabad,Paper and Printing,0.125,5,0,1,0
2022-02-01,Nizamabad,Wood and Leather,0.4,5,0,1,0
2022-02-01,Peddapalli,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,3,1,0,1
2022-02-01,Peddapalli,Engineering,0.09,5,0,2,0
2022-02-01,Peddapalli,Food Processing,2.115,50,1,4,1
2022-02-01,Peddapalli,Paper and Printing,35.0,100,1,0,0
2022-02-01,Rajanna Sircilla,Engineering,0.25,20,0,1,0
2022-02-01,Rajanna Sircilla,Textiles,4.5,950,1,0,0
2022-02-01,Ranga Reddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5,0,0,1
2022-02-01,Ranga Reddy,Electrical and Electronic Products,2.894,600,2,0,0
2022-02-01,Ranga Reddy,Engineering,3.6037999999999997,103,5,0,0
2022-02-01,Ranga Reddy,Food Processing,1.5,54,2,0,0
2022-02-01,Ranga Reddy,Granite and Stone Crushing,4.355,115,3,0,0
2022-02-01,Ranga Reddy,Others,1.6668,15,1,0,0
2022-02-01,Ranga Reddy,Pharmaceuticals and Chemicals,0.15,5,1,0,0
2022-02-01,Ranga Reddy,Plastic and Rubber,21.6833,176,4,1,0
2022-02-01,Ranga Reddy,R&D,140.0,425,1,0,0
2022-02-01,Ranga Reddy,Textiles,13.0854,55,1,0,0
2022-02-01,Sangareddy,Beverages,0.165,4,0,1,0
2022-02-01,Sangareddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,20,2,0,0
2022-02-01,Sangareddy,Electrical and Electronic Products,2.0813,30,1,0,0
2022-02-01,Sangareddy,Engineering,2.7856,49,5,1,1
2022-02-01,Sangareddy,Food Processing,1.0378,20,3,1,1
2022-02-01,Sangareddy,Granite and Stone Crushing,5.5602,25,1,2,0
2022-02-01,Sangareddy,Others,18.6411,106,4,0,0
2022-02-01,Sangareddy,Pharmaceuticals and Chemicals,218.1,560,3,2,0
2022-02-01,Sangareddy,R&D,0.25,15,1,0,0
2022-02-01,Siddipet,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,10,1,0,0
2022-02-01,Siddipet,Engineering,0.24,6,0,1,0
2022-02-01,Siddipet,Food Processing,5.640000000000001,48,2,0,0
2022-02-01,Siddipet,Pharmaceuticals and Chemicals,123.726,221,2,0,1
2022-02-01,Siddipet,Plastic and Rubber,2.0,14,1,0,0
2022-02-01,Siddipet,R&D,0.03,500,1,0,0
2022-02-01,Suryapet,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.57,16,2,0,0
2022-02-01,Suryapet,Engineering,0.36,10,1,0,0
2022-02-01,Suryapet,Food Processing,0.425,25,1,0,0
2022-02-01,Suryapet,Pharmaceuticals and Chemicals,1.844,26,0,0,1
2022-02-01,Vikarabad,Engineering,21.2886,62,2,0,0
2022-02-01,Vikarabad,Food Processing,1.1300000000000001,64,3,4,3
2022-02-01,Vikarabad,Granite and Stone Crushing,0.26,9,2,0,0
2022-02-01,Vikarabad,Others,0.25,10,1,0,0
2022-02-01,Vikarabad,Wood and Leather,1.25,100,0,1,0
2022-02-01,Wanaparthy,Food Processing,4.0113,40,3,0,0
2022-02-01,Warangal,Food Processing,1.56,18,1,1,1
2022-02-01,Warangal,Wood and Leather,0.2028,4,0,1,0
2022-02-01,Yadadri Bhuvanagiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.0,15,0,1,0
2022-02-01,Yadadri Bhuvanagiri,Engineering,13.6092,142,6,1,0
2022-02-01,Yadadri Bhuvanagiri,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.8201,20,0,1,0
2022-02-01,Yadadri Bhuvanagiri,Food Processing,0.45,5,1,0,0
2022-02-01,Yadadri Bhuvanagiri,Granite and Stone Crushing,0.73,5,1,0,0
2022-02-01,Yadadri Bhuvanagiri,Others,0.26,15,0,1,0
2022-02-01,Yadadri Bhuvanagiri,Pharmaceuticals and Chemicals,88.82000000000001,285,3,0,0
2022-02-01,Yadadri Bhuvanagiri,Plastic and Rubber,1.1640000000000001,24,3,0,0
2022-02-01,Yadadri Bhuvanagiri,Textiles,0.5672,20,0,1,0
2022-03-01,Adilabad,Granite and Stone Crushing,0.11,10,1,0,0
2022-03-01,Adilabad,Others,0.12,16,1,0,0
2022-03-01,Adilabad,Pharmaceuticals and Chemicals,0.2,6,1,0,0
2022-03-01,Bhadradri Kothagudem,Beverages,0.06,1,0,1,0
2022-03-01,Bhadradri Kothagudem,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.48,20,1,0,1
2022-03-01,Bhadradri Kothagudem,Engineering,0.46,6,0,3,0
2022-03-01,Bhadradri Kothagudem,Others,0.0525,1,0,1,0
2022-03-01,Bhadradri Kothagudem,Paper and Printing,13.6385,44,5,0,0
2022-03-01,Bhadradri Kothagudem,Plastic and Rubber,0.08,4,0,1,0
2022-03-01,Bhadradri Kothagudem,Wood and Leather,0.22,10,1,0,0
2022-03-01,Hanumakonda,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,6,0,1,0
2022-03-01,Hanumakonda,Engineering,0.49,8,0,1,0
2022-03-01,Hanumakonda,Granite and Stone Crushing,0.748,10,1,0,0
2022-03-01,Hanumakonda,Others,2.5,24,1,0,0
2022-03-01,Hanumakonda,Pharmaceuticals and Chemicals,2.0,6,0,1,0
2022-03-01,Hyderabad,Engineering,0.24,34,1,0,0
2022-03-01,Hyderabad,Food Processing,1.0,100,1,0,0
2022-03-01,Jagtial,Beverages,0.25,11,0,2,0
2022-03-01,Jagtial,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,8,0,2,0
2022-03-01,Jagtial,Engineering,0.05,3,0,1,0
2022-03-01,Jagtial,Food Processing,0.21309999999999998,4,1,1,0
2022-03-01,Jagtial,Plastic and Rubber,0.101,2,0,1,0
2022-03-01,Jangaon,Engineering,0.06,2,0,1,0
2022-03-01,Jangaon,Food Processing,0.0475,2,1,0,1
2022-03-01,Jangaon,Others,4.9,9,1,0,0
2022-03-01,Jangaon,Textiles,0.08,3,0,1,0
2022-03-01,Jangaon,Wood and Leather,0.09,2,0,1,0
2022-03-01,Jogulamba Gadwal,Food Processing,0.62,10,1,0,0
2022-03-01,Kamareddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,5,0,1,0
2022-03-01,Kamareddy,Engineering,0.18,11,2,4,0
2022-03-01,Kamareddy,Food Processing,20.2185,69,3,4,0
2022-03-01,Karimnagar,Agro based incl Cold Storages,0.25,12,1,0,0
2022-03-01,Karimnagar,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.325,10,0,1,1
2022-03-01,Karimnagar,Engineering,0.6121,26,1,4,0
2022-03-01,Karimnagar,Food Processing,1.255,26,0,3,1
2022-03-01,Karimnagar,Granite and Stone Crushing,1.72,55,0,4,0
2022-03-01,Karimnagar,Others,0.8,20,0,1,1
2022-03-01,Karimnagar,"Real Estate,Industrial Parks and IT Buildings",0.2259,10,1,0,0
2022-03-01,Karimnagar,Wood and Leather,0.09,2,0,1,0
2022-03-01,Khammam,Agro based incl Cold Storages,0.9253,9,4,0,0
2022-03-01,Khammam,Beverages,0.4,4,0,1,0
2022-03-01,Khammam,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.8228,55,2,0,0
2022-03-01,Khammam,Engineering,0.3,40,1,0,0
2022-03-01,Khammam,Food Processing,10.3636,46,3,1,0
2022-03-01,Khammam,Others,0.8,24,3,1,0
2022-03-01,Khammam,Plastic and Rubber,0.075,8,0,1,0
2022-03-01,Komaram Bheem Asifabad,Electrical and Electronic Products,0.155,10,0,1,0
2022-03-01,Komaram Bheem Asifabad,Engineering,1.51,10,0,1,0
2022-03-01,Komaram Bheem Asifabad,Food Processing,0.25,10,0,1,0
2022-03-01,Mahabubabad,Food Processing,1.0,9,0,0,1
2022-03-01,Mahabubabad,Others,1.05,6,1,0,0
2022-03-01,Mahabubabad,Wood and Leather,0.11000000000000001,5,0,2,0
2022-03-01,Mahabubnagar,Paper and Printing,0.307,8,1,0,0
2022-03-01,Mahabubnagar,Pharmaceuticals and Chemicals,2.1618,20,1,0,0
2022-03-01,Mahabubnagar,Solar and Other Renewable Energy,38.1105,20,0,1,0
2022-03-01,Mancherial,Food Processing,0.5492,9,1,1,0
2022-03-01,Mancherial,Plastic and Rubber,0.23,5,1,0,0
2022-03-01,Medak,Beverages,2.0,20,1,0,0
2022-03-01,Medak,Electrical and Electronic Products,18.8125,100,1,0,0
2022-03-01,Medak,Engineering,18.87,262,3,0,0
2022-03-01,Medak,Others,15.0,50,1,0,0
2022-03-01,Medak,Paper and Printing,3.25,66,2,0,0
2022-03-01,Medak,Pharmaceuticals and Chemicals,4.65,53,2,0,0
2022-03-01,Medak,Plastic and Rubber,6.1502,23,1,1,1
2022-03-01,Medak,R&D,1.7689,15,1,0,0
2022-03-01,Medak,Solar and Other Renewable Energy,38.0,20,0,1,0
2022-03-01,Medchal-Malkajgiri,Agro based incl Cold Storages,4.4,100,1,0,0
2022-03-01,Medchal-Malkajgiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.89,23,2,0,0
2022-03-01,Medchal-Malkajgiri,Electrical and Electronic Products,3.0992,138,2,2,0
2022-03-01,Medchal-Malkajgiri,Engineering,30.1083,332,11,4,1
2022-03-01,Medchal-Malkajgiri,Food Processing,4.1939,25,3,1,0
2022-03-01,Medchal-Malkajgiri,Granite and Stone Crushing,2.5,10,1,0,0
2022-03-01,Medchal-Malkajgiri,Others,1.0,16,1,0,0
2022-03-01,Medchal-Malkajgiri,Paper and Printing,20.3304,199,5,0,0
2022-03-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,12.0015,176,8,0,0
2022-03-01,Medchal-Malkajgiri,Plastic and Rubber,15.725,158,9,1,0
2022-03-01,Medchal-Malkajgiri,R&D,37.4584,347,7,2,0
2022-03-01,Medchal-Malkajgiri,Wood and Leather,0.67,25,3,0,0
2022-03-01,Nagarkurnool,Food Processing,6.755,47,3,0,1
2022-03-01,Nagarkurnool,Solar and Other Renewable Energy,73.1825,10,0,1,0
2022-03-01,Nalgonda,Agro based incl Cold Storages,0.99,10,1,0,0
2022-03-01,Nalgonda,Beverages,0.14,3,0,0,1
2022-03-01,Nalgonda,Food Processing,0.44,10,1,0,0
2022-03-01,Narayanpet,Food Processing,0.25,5,1,0,0
2022-03-01,Narayanpet,Granite and Stone Crushing,0.94,9,1,0,0
2022-03-01,Narayanpet,Pharmaceuticals and Chemicals,0.46,10,1,0,0
2022-03-01,Nirmal,Agro based incl Cold Storages,0.2,10,0,0,1
2022-03-01,Nirmal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,4,0,1,0
2022-03-01,Nizamabad,Agro based incl Cold Storages,5.2425,14,1,2,0
2022-03-01,Nizamabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,2,1,0,0
2022-03-01,Nizamabad,Engineering,0.53,17,2,3,0
2022-03-01,Nizamabad,Food Processing,1.1992,18,1,2,1
2022-03-01,Nizamabad,Others,0.32,8,0,1,0
2022-03-01,Nizamabad,Paper and Printing,0.1,5,0,1,0
2022-03-01,Peddapalli,Beverages,0.04,2,0,1,0
2022-03-01,Peddapalli,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.73,22,0,4,0
2022-03-01,Peddapalli,Food Processing,0.2,4,0,1,0
2022-03-01,Peddapalli,Granite and Stone Crushing,0.225,8,0,0,1
2022-03-01,Rajanna Sircilla,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.54,24,0,3,0
2022-03-01,Rajanna Sircilla,Engineering,0.7055,18,0,1,1
2022-03-01,Rajanna Sircilla,Food Processing,7.3,74,2,3,0
2022-03-01,Rajanna Sircilla,Granite and Stone Crushing,0.25,10,1,0,0
2022-03-01,Ranga Reddy,Agro based incl Cold Storages,1.5,5,1,0,0
2022-03-01,Ranga Reddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.03,42,4,1,0
2022-03-01,Ranga Reddy,Electrical and Electronic Products,15.4437,45,1,0,0
2022-03-01,Ranga Reddy,Engineering,29.88,87,3,1,0
2022-03-01,Ranga Reddy,Food Processing,0.19,4,1,0,0
2022-03-01,Ranga Reddy,Granite and Stone Crushing,1.03,25,2,0,0
2022-03-01,Ranga Reddy,Others,1.155,45,4,0,0
2022-03-01,Ranga Reddy,Pharmaceuticals and Chemicals,14.2531,275,5,2,0
2022-03-01,Ranga Reddy,Plastic and Rubber,12.8757,125,4,0,0
2022-03-01,Ranga Reddy,R&D,231.63,750,2,0,0
2022-03-01,Ranga Reddy,"Real Estate,Industrial Parks and IT Buildings",1862.73,144,1,0,0
2022-03-01,Sangareddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.75,15,2,0,0
2022-03-01,Sangareddy,Engineering,33.9468,221,10,0,0
2022-03-01,Sangareddy,Food Processing,43.558,33,1,3,1
2022-03-01,Sangareddy,Granite and Stone Crushing,0.96,70,2,0,0
2022-03-01,Sangareddy,Others,0.95,10,0,1,0
2022-03-01,Sangareddy,Paper and Printing,2.227,43,3,0,0
2022-03-01,Sangareddy,Pharmaceuticals and Chemicals,56.7511,280,2,1,0
2022-03-01,Sangareddy,Plastic and Rubber,2.9778,20,1,0,0
2022-03-01,Sangareddy,R&D,60.2385,2510,2,0,0
2022-03-01,Sangareddy,Wood and Leather,0.69,70,2,1,0
2022-03-01,Siddipet,Agro based incl Cold Storages,1.04,115,2,0,0
2022-03-01,Siddipet,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.99,12,0,1,0
2022-03-01,Siddipet,Engineering,0.19,1,0,1,0
2022-03-01,Siddipet,Food Processing,0.49,16,1,1,0
2022-03-01,Siddipet,Pharmaceuticals and Chemicals,5.0994,20,1,0,0
2022-03-01,Siddipet,Plastic and Rubber,5.4733,59,1,3,0
2022-03-01,Suryapet,Agro based incl Cold Storages,0.99,10,1,0,0
2022-03-01,Suryapet,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2769,8,1,0,0
2022-03-01,Suryapet,Engineering,0.25,5,1,0,0
2022-03-01,Suryapet,Food Processing,0.15,15,0,1,0
2022-03-01,Suryapet,Granite and Stone Crushing,1.7000000000000002,33,1,1,0
2022-03-01,Suryapet,Pharmaceuticals and Chemicals,104.63,690,3,0,0
2022-03-01,Vikarabad,Engineering,0.18,3,0,1,0
2022-03-01,Vikarabad,Food Processing,1.3738,26,3,3,1
2022-03-01,Vikarabad,Granite and Stone Crushing,0.2704,9,1,1,0
2022-03-01,Wanaparthy,Food Processing,6.9363,102,8,0,0
2022-03-01,Warangal,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.0625,85,1,2,0
2022-03-01,Warangal,Engineering,0.6646000000000001,19,0,1,1
2022-03-01,Warangal,Food Processing,1.2869000000000002,13,1,0,1
2022-03-01,Warangal,Granite and Stone Crushing,0.65,15,1,0,0
2022-03-01,Warangal,Textiles,29.3774,15,2,0,0
2022-03-01,Yadadri Bhuvanagiri,Electrical and Electronic Products,0.66,9,1,0,0
2022-03-01,Yadadri Bhuvanagiri,Engineering,5.6597,72,4,0,1
2022-03-01,Yadadri Bhuvanagiri,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",3.988,10,1,0,0
2022-03-01,Yadadri Bhuvanagiri,Others,0.25,4,1,0,0
2022-03-01,Yadadri Bhuvanagiri,Pharmaceuticals and Chemicals,40.89580000000001,350,5,0,0
2022-03-01,Yadadri Bhuvanagiri,Plastic and Rubber,3.87,36,3,0,0
2022-03-01,Yadadri Bhuvanagiri,Solar and Other Renewable Energy,1.32,20,1,0,0
2022-04-01,Bhadradri Kothagudem,Beverages,0.24,10,1,1,0
2022-04-01,Bhadradri Kothagudem,Food Processing,0.9570000000000001,15,0,2,1
2022-04-01,Bhadradri Kothagudem,Granite and Stone Crushing,3.2,20,1,0,0
2022-04-01,Bhadradri Kothagudem,Paper and Printing,6.3,50,2,0,1
2022-04-01,Hanumakonda,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.0596,29,1,1,1
2022-04-01,Hanumakonda,Engineering,0.11,8,0,1,0
2022-04-01,Hanumakonda,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.1,4,0,1,0
2022-04-01,Hanumakonda,Food Processing,0.4175,6,0,1,0
2022-04-01,Hanumakonda,Granite and Stone Crushing,1.4529999999999998,11,2,0,0
2022-04-01,Hyderabad,Engineering,0.59,54,2,0,0
2022-04-01,Jagtial,Agro based incl Cold Storages,0.12,2,1,0,0
2022-04-01,Jagtial,Engineering,0.16999999999999998,8,0,2,0
2022-04-01,Jagtial,Food Processing,1.343,29,3,4,0
2022-04-01,Jagtial,Paper and Printing,0.17,4,0,1,0
2022-04-01,Jangaon,Beverages,0.07,3,0,1,0
2022-04-01,Jangaon,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.051,4,0,0,1
2022-04-01,Jangaon,Food Processing,24.252,106,2,0,0
2022-04-01,Jangaon,Others,0.08,3,0,1,0
2022-04-01,Jangaon,Textiles,2.0579,5,0,1,0
2022-04-01,Jogulamba Gadwal,Solar and Other Renewable Energy,74.79,4,1,0,0
2022-04-01,Kamareddy,Agro based incl Cold Storages,0.1,5,1,0,0
2022-04-01,Kamareddy,Engineering,0.022,2,1,0,0
2022-04-01,Kamareddy,Granite and Stone Crushing,0.2,10,1,0,0
2022-04-01,Kamareddy,Pharmaceuticals and Chemicals,7.5,100,1,0,0
2022-04-01,Karimnagar,Agro based incl Cold Storages,1.1053000000000002,27,0,2,0
2022-04-01,Karimnagar,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.49,9,1,0,1
2022-04-01,Karimnagar,Engineering,0.4116,15,2,2,0
2022-04-01,Karimnagar,Food Processing,0.75,26,1,2,0
2022-04-01,Karimnagar,Granite and Stone Crushing,4.42,105,2,3,2
2022-04-01,Karimnagar,Others,8.388300000000001,126,3,6,0
2022-04-01,Karimnagar,Plastic and Rubber,0.2,5,1,0,0
2022-04-01,Khammam,Agro based incl Cold Storages,0.08,4,1,0,0
2022-04-01,Khammam,Beverages,0.075,2,0,0,1
2022-04-01,Khammam,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7608,60,2,0,0
2022-04-01,Khammam,Engineering,0.1767,6,0,1,0
2022-04-01,Khammam,Food Processing,0.6165999999999999,16,0,2,0
2022-04-01,Khammam,Granite and Stone Crushing,4.861,29,3,0,1
2022-04-01,Khammam,Others,3.7661,36,2,1,1
2022-04-01,Komaram Bheem Asifabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.145,10,0,1,0
2022-04-01,Komaram Bheem Asifabad,Food Processing,0.6799,9,1,0,0
2022-04-01,Mahabubabad,Beverages,0.1,4,0,0,1
2022-04-01,Mahabubabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.105,5,0,0,1
2022-04-01,Mahabubabad,Engineering,0.095,3,0,1,0
2022-04-01,Mahabubabad,Food Processing,0.17,3,0,0,1
2022-04-01,Mahabubabad,Granite and Stone Crushing,0.986,8,1,1,0
2022-04-01,Mahabubabad,Wood and Leather,0.14700000000000002,8,0,2,0
2022-04-01,Mahabubnagar,Agro based incl Cold Storages,26.855,64,0,2,0
2022-04-01,Mahabubnagar,Food Processing,6.0,5,1,0,0
2022-04-01,Mahabubnagar,Others,47.0,60,1,0,0
2022-04-01,Mahabubnagar,Pharmaceuticals and Chemicals,35.0,450,1,0,0
2022-04-01,Mahabubnagar,Solar and Other Renewable Energy,590.654,45,3,0,0
2022-04-01,Mancherial,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.0163,35,2,1,2
2022-04-01,Mancherial,Food Processing,0.1592,3,0,1,0
2022-04-01,Mancherial,Others,0.24,10,1,0,0
2022-04-01,Mancherial,Textiles,1.11,40,1,0,0
2022-04-01,Medak,Engineering,4.3199,55,2,0,0
2022-04-01,Medak,Food Processing,0.76,20,1,0,0
2022-04-01,Medak,Pharmaceuticals and Chemicals,2.36,40,0,1,0
2022-04-01,Medak,Plastic and Rubber,1.235,25,1,0,0
2022-04-01,Medak,Solar and Other Renewable Energy,190.182,31,1,0,0
2022-04-01,Medchal-Malkajgiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.8,11,2,0,0
2022-04-01,Medchal-Malkajgiri,Electrical and Electronic Products,0.6889,10,1,0,0
2022-04-01,Medchal-Malkajgiri,Engineering,13.728,168,13,3,1
2022-04-01,Medchal-Malkajgiri,Granite and Stone Crushing,2.4996,15,1,0,0
2022-04-01,Medchal-Malkajgiri,Others,1.22,85,3,0,0
2022-04-01,Medchal-Malkajgiri,Paper and Printing,1.52,44,2,0,0
2022-04-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,51.9892,566,5,1,0
2022-04-01,Medchal-Malkajgiri,Plastic and Rubber,8.42,159,9,0,2
2022-04-01,Medchal-Malkajgiri,R&D,432.4276,260,3,0,0
2022-04-01,Nagarkurnool,Agro based incl Cold Storages,0.65,8,1,0,0
2022-04-01,Nagarkurnool,Food Processing,4.3,35,4,0,0
2022-04-01,Nagarkurnool,Others,1.1,8,1,0,0
2022-04-01,Nalgonda,Agro based incl Cold Storages,1.0,4,0,1,0
2022-04-01,Nalgonda,Engineering,0.03,3,1,0,0
2022-04-01,Nalgonda,Food Processing,0.5,8,2,0,0
2022-04-01,Nalgonda,Pharmaceuticals and Chemicals,0.12,1,1,0,0
2022-04-01,Nalgonda,Plastic and Rubber,0.8719,6,1,0,0
2022-04-01,Narayanpet,Food Processing,1.5573000000000001,25,2,0,0
2022-04-01,Narayanpet,Plastic and Rubber,0.245,5,0,0,1
2022-04-01,Nirmal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,3,1,0,0
2022-04-01,Nirmal,Electrical and Electronic Products,1.078,1,1,0,0
2022-04-01,Nirmal,Engineering,0.13,3,0,1,0
2022-04-01,Nirmal,Solar and Other Renewable Energy,0.44,4,1,0,0
2022-04-01,Nizamabad,Agro based incl Cold Storages,0.9,5,0,1,0
2022-04-01,Nizamabad,Engineering,0.06,2,0,1,0
2022-04-01,Nizamabad,Food Processing,2.63,40,4,2,0
2022-04-01,Nizamabad,Others,2.4,20,1,1,0
2022-04-01,Peddapalli,Beverages,0.5,12,0,1,0
2022-04-01,Rajanna Sircilla,Engineering,0.23,6,0,1,0
2022-04-01,Rajanna Sircilla,Food Processing,3.3462,46,2,6,0
2022-04-01,Rajanna Sircilla,Textiles,0.1,6,0,1,0
2022-04-01,Ranga Reddy,Agro based incl Cold Storages,0.24,7,1,0,0
2022-04-01,Ranga Reddy,Electrical and Electronic Products,8.149000000000001,70,2,0,0
2022-04-01,Ranga Reddy,Engineering,38.2726,171,4,0,0
2022-04-01,Ranga Reddy,Food Processing,0.24,15,1,0,0
2022-04-01,Ranga Reddy,Granite and Stone Crushing,2.69,50,2,1,0
2022-04-01,Ranga Reddy,Others,32.3953,215,2,0,0
2022-04-01,Ranga Reddy,Paper and Printing,9.9579,20,1,0,0
2022-04-01,Ranga Reddy,Pharmaceuticals and Chemicals,4.5011,111,3,0,0
2022-04-01,Ranga Reddy,Plastic and Rubber,26.4618,165,14,0,0
2022-04-01,Sangareddy,Automobile,2.0,10,0,1,0
2022-04-01,Sangareddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.625,13,1,1,0
2022-04-01,Sangareddy,Engineering,0.065,3,1,0,0
2022-04-01,Sangareddy,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.5,50,1,0,0
2022-04-01,Sangareddy,Food Processing,2.13,20,1,1,0
2022-04-01,Sangareddy,Granite and Stone Crushing,8.25,45,2,0,0
2022-04-01,Sangareddy,Others,6.6274999999999995,51,2,0,0
2022-04-01,Sangareddy,Paper and Printing,5.8058,25,1,0,0
2022-04-01,Sangareddy,Pharmaceuticals and Chemicals,26.4396,223,4,2,0
2022-04-01,Sangareddy,Plastic and Rubber,5.6301,60,2,1,0
2022-04-01,Sangareddy,R&D,0.3,9,1,0,0
2022-04-01,Siddipet,Others,0.22,5,0,1,0
2022-04-01,Siddipet,Wood and Leather,1.0,50,0,1,0
2022-04-01,Suryapet,Pharmaceuticals and Chemicals,102.63,545,1,0,0
2022-04-01,Vikarabad,Beverages,5.75,25,2,0,0
2022-04-01,Vikarabad,Food Processing,0.16,7,1,0,1
2022-04-01,Vikarabad,Granite and Stone Crushing,0.115,7,1,0,0
2022-04-01,Vikarabad,Others,0.95,10,1,0,0
2022-04-01,Vikarabad,Pharmaceuticals and Chemicals,0.1,5,1,0,0
2022-04-01,Wanaparthy,Food Processing,2.7111,40,3,1,0
2022-04-01,Warangal,Beverages,0.4,12,1,1,0
2022-04-01,Warangal,Engineering,0.309,4,0,1,0
2022-04-01,Warangal,Food Processing,4.7,31,1,2,1
2022-04-01,Warangal,Paper and Printing,0.22,6,0,1,0
2022-04-01,Warangal,Pharmaceuticals and Chemicals,0.5229,30,1,0,0
2022-04-01,Yadadri Bhuvanagiri,Engineering,2.4506,42,1,2,0
2022-04-01,Yadadri Bhuvanagiri,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.97,16,2,0,0
2022-04-01,Yadadri Bhuvanagiri,Food Processing,3.9054,25,2,0,0
2022-04-01,Yadadri Bhuvanagiri,Others,0.93,6,1,0,0
2022-04-01,Yadadri Bhuvanagiri,Pharmaceuticals and Chemicals,22.0,100,1,0,0
2022-04-01,Yadadri Bhuvanagiri,Plastic and Rubber,2.638,35,1,2,0
2022-05-01,Adilabad,Beverages,0.07,5,1,0,0
2022-05-01,Adilabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.06,5,0,1,0
2022-05-01,Adilabad,Engineering,0.085,4,1,0,0
2022-05-01,Adilabad,Food Processing,0.029,1,0,0,1
2022-05-01,Adilabad,Others,0.038,6,0,1,0
