Month,District_Name,Sector,Investment,Number_Of_Employees,social_status_General,social_status_OBC,social_status_SC_ST
2022-05-01,Bhadradri Kothagudem,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.66,20,1,0,0
2022-05-01,Bhadradri Kothagudem,Engineering,0.95,45,1,0,0
2022-05-01,Bhadradri Kothagudem,Food Processing,0.2,3,0,0,1
2022-05-01,Hanumakonda,Beverages,0.2,6,0,1,0
2022-05-01,Hanumakonda,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,10,0,2,0
2022-05-01,Hanumakonda,Engineering,0.7265,25,1,0,0
2022-05-01,Hanumakonda,Granite and Stone Crushing,3.108,13,1,1,0
2022-05-01,Hanumakonda,Others,1.19,18,1,1,0
2022-05-01,Hanumakonda,Solar and Other Renewable Energy,98.4048,14,1,0,0
2022-05-01,Hanumakonda,Textiles,3.9115,50,1,0,0
2022-05-01,Jagtial,Agro based incl Cold Storages,0.25,6,0,1,0
2022-05-01,Jagtial,Beverages,0.17,4,0,1,0
2022-05-01,Jagtial,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.245,8,0,0,1
2022-05-01,Jagtial,Engineering,0.311,8,0,4,0
2022-05-01,Jagtial,Food Processing,1.0482,35,1,4,1
2022-05-01,Jangaon,Beverages,0.063,2,0,2,0
2022-05-01,Jangaon,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.055,2,0,0,1
2022-05-01,Jangaon,Engineering,0.133,4,0,1,0
2022-05-01,Jangaon,Food Processing,3.9123,38,3,1,0
2022-05-01,Jayashankar Bhupalpally,Food Processing,0.335,6,0,1,1
2022-05-01,Jogulamba Gadwal,Food Processing,1.04,30,1,1,1
2022-05-01,Kamareddy,Food Processing,0.645,28,3,1,0
2022-05-01,Karimnagar,Agro based incl Cold Storages,0.1,4,1,0,0
2022-05-01,Karimnagar,Beverages,0.2,8,0,1,0
2022-05-01,Karimnagar,Engineering,0.7218,33,1,3,0
2022-05-01,Karimnagar,Food Processing,0.29500000000000004,10,1,0,1
2022-05-01,Karimnagar,Granite and Stone Crushing,8.8747,222,6,7,3
2022-05-01,Karimnagar,Others,8.6643,100,2,5,0
2022-05-01,Karimnagar,Wood and Leather,0.415,12,1,1,0
2022-05-01,Khammam,Food Processing,7.597700000000001,39,3,1,0
2022-05-01,Khammam,Granite and Stone Crushing,0.95,6,1,0,0
2022-05-01,Khammam,Plastic and Rubber,0.2,10,1,0,0
2022-05-01,Komaram Bheem Asifabad,Food Processing,0.65,11,1,0,0
2022-05-01,Mahabubabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.39,9,0,1,0
2022-05-01,Mahabubabad,Engineering,0.97,9,1,0,0
2022-05-01,Mahabubabad,Food Processing,0.11,2,0,1,0
2022-05-01,Mahabubabad,Granite and Stone Crushing,0.99,6,1,0,0
2022-05-01,Mahabubabad,Wood and Leather,0.2,7,0,2,0
2022-05-01,Mahabubnagar,Others,8.075,10,1,0,0
2022-05-01,Mahabubnagar,Paper and Printing,0.605,17,1,1,0
2022-05-01,Mahabubnagar,Pharmaceuticals and Chemicals,1.13,15,1,0,0
2022-05-01,Mancherial,Food Processing,0.1,5,0,0,1
2022-05-01,Mancherial,Granite and Stone Crushing,1.485,20,0,1,0
2022-05-01,Medak,Beverages,0.9175,20,1,0,0
2022-05-01,Medak,Electrical and Electronic Products,3.9955,1,1,0,0
2022-05-01,Medak,Engineering,3.6597,40,2,0,0
2022-05-01,Medak,Food Processing,11.3662,30,1,0,0
2022-05-01,Medak,Granite and Stone Crushing,4.92,50,1,0,0
2022-05-01,Medak,Pharmaceuticals and Chemicals,14.2578,160,3,0,0
2022-05-01,Medak,Plastic and Rubber,10.6,14,2,0,0
2022-05-01,Medchal-Malkajgiri,Agro based incl Cold Storages,102.375,206,1,1,0
2022-05-01,Medchal-Malkajgiri,Beverages,0.42000000000000004,9,2,0,0
2022-05-01,Medchal-Malkajgiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",13.0921,131,5,0,0
2022-05-01,Medchal-Malkajgiri,Electrical and Electronic Products,0.25,10,1,0,0
2022-05-01,Medchal-Malkajgiri,Engineering,61.346000000000004,470,25,6,4
2022-05-01,Medchal-Malkajgiri,Food Processing,0.14,1,0,0,1
2022-05-01,Medchal-Malkajgiri,Granite and Stone Crushing,183.4923,34,1,1,0
2022-05-01,Medchal-Malkajgiri,Others,3.5,45,2,0,0
2022-05-01,Medchal-Malkajgiri,Paper and Printing,3.9071,154,6,0,0
2022-05-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,12.3058,332,4,0,0
2022-05-01,Medchal-Malkajgiri,Plastic and Rubber,2.09,71,3,1,1
2022-05-01,Medchal-Malkajgiri,R&D,27.697000000000003,180,4,0,0
2022-05-01,Medchal-Malkajgiri,Wood and Leather,0.25,10,1,0,0
2022-05-01,Nagarkurnool,Engineering,0.48,5,1,0,0
2022-05-01,Nagarkurnool,Food Processing,1.8579999999999999,40,7,0,0
2022-05-01,Nalgonda,Pharmaceuticals and Chemicals,5.52,60,1,1,0
2022-05-01,Narayanpet,Food Processing,2.76,35,2,2,0
2022-05-01,Nirmal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,8,0,1,0
2022-05-01,Nirmal,Food Processing,0.13,10,0,1,0
2022-05-01,Nizamabad,Engineering,0.06,2,0,0,1
2022-05-01,Nizamabad,Food Processing,1.0,11,0,1,1
2022-05-01,Nizamabad,Wood and Leather,0.14,4,0,1,0
2022-05-01,Peddapalli,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5682,24,0,3,1
2022-05-01,Peddapalli,Engineering,0.05,2,0,1,0
2022-05-01,Peddapalli,Food Processing,0.32999999999999996,7,0,1,1
2022-05-01,Rajanna Sircilla,Food Processing,7.5989,73,2,2,2
2022-05-01,Rajanna Sircilla,Granite and Stone Crushing,1.0,15,0,0,1
2022-05-01,Rajanna Sircilla,Textiles,1.9,12,1,0,0
2022-05-01,Ranga Reddy,Automobile,50.9951,250,1,0,0
2022-05-01,Ranga Reddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",19.927,131,3,1,0
2022-05-01,Ranga Reddy,Electrical and Electronic Products,12.1807,50,1,0,0
2022-05-01,Ranga Reddy,Engineering,27.4902,33,4,2,0
2022-05-01,Ranga Reddy,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.6,10,1,0,0
2022-05-01,Ranga Reddy,Food Processing,7.8363000000000005,139,4,0,0
2022-05-01,Ranga Reddy,Granite and Stone Crushing,0.25,5,1,0,0
2022-05-01,Ranga Reddy,Others,17.1123,269,3,0,0
2022-05-01,Ranga Reddy,Plastic and Rubber,8.5436,132,8,0,1
2022-05-01,Sangareddy,Agro based incl Cold Storages,0.2,10,1,0,0
2022-05-01,Sangareddy,Beverages,0.1075,4,0,1,0
2022-05-01,Sangareddy,Electrical and Electronic Products,0.15,50,0,1,0
2022-05-01,Sangareddy,Engineering,8.7766,120,8,0,0
2022-05-01,Sangareddy,Food Processing,0.76,17,2,1,0
2022-05-01,Sangareddy,Granite and Stone Crushing,1.26,20,1,0,0
2022-05-01,Sangareddy,Others,9.3154,50,2,0,0
2022-05-01,Sangareddy,Paper and Printing,5.8058,35,1,0,0
2022-05-01,Sangareddy,Pharmaceuticals and Chemicals,10.9311,68,4,0,0
2022-05-01,Sangareddy,Plastic and Rubber,0.99,20,1,0,0
2022-05-01,Sangareddy,Textiles,2.5807,20,1,0,0
2022-05-01,Siddipet,Agro based incl Cold Storages,3.4298,15,1,0,1
2022-05-01,Siddipet,Food Processing,0.25,10,0,1,0
2022-05-01,Siddipet,Pharmaceuticals and Chemicals,148.6569,320,5,0,0
2022-05-01,Siddipet,Plastic and Rubber,1.0,10,1,0,0
2022-05-01,Siddipet,R&D,6.195,40,1,0,0
2022-05-01,Suryapet,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,4,0,1,0
2022-05-01,Suryapet,Granite and Stone Crushing,0.25,10,1,0,0
2022-05-01,Suryapet,Others,0.3,10,0,1,0
2022-05-01,Vikarabad,Food Processing,1.1239999999999999,26,3,0,2
2022-05-01,Vikarabad,Granite and Stone Crushing,4.5053,18,0,1,1
2022-05-01,Vikarabad,Wood and Leather,0.16,4,0,1,0
2022-05-01,Wanaparthy,Agro based incl Cold Storages,0.4,10,1,0,0
2022-05-01,Wanaparthy,Beverages,330.0,150,1,0,0
2022-05-01,Wanaparthy,Food Processing,17.7388,80,5,0,0
2022-05-01,Warangal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.33999999999999997,22,0,3,0
2022-05-01,Warangal,Food Processing,0.67,12,0,2,0
2022-05-01,Warangal,Others,0.08,8,0,1,0
2022-05-01,Yadadri Bhuvanagiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2415,4,0,0,1
2022-05-01,Yadadri Bhuvanagiri,Electrical and Electronic Products,1.188,12,1,0,0
2022-05-01,Yadadri Bhuvanagiri,Engineering,22.182,217,10,7,0
2022-05-01,Yadadri Bhuvanagiri,Food Processing,1.7,10,2,0,0
2022-05-01,Yadadri Bhuvanagiri,Granite and Stone Crushing,0.24,5,1,0,0
2022-05-01,Yadadri Bhuvanagiri,Others,0.25,4,1,0,0
2022-05-01,Yadadri Bhuvanagiri,Paper and Printing,5.59,24,0,2,0
2022-05-01,Yadadri Bhuvanagiri,Plastic and Rubber,4.476,48,4,0,0
2022-05-01,Yadadri Bhuvanagiri,R&D,0.4846,20,0,1,0
2022-06-01,Adilabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,6,0,1,0
2022-06-01,Adilabad,Engineering,0.14,1,1,0,0
2022-06-01,Adilabad,Others,0.09,8,0,1,0
2022-06-01,Bhadradri Kothagudem,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.39,18,0,1,1
2022-06-01,Bhadradri Kothagudem,Food Processing,1.16,15,1,1,0
2022-06-01,Hanumakonda,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.8,9,1,0,0
2022-06-01,Hanumakonda,Granite and Stone Crushing,0.52,8,1,0,0
2022-06-01,Hanumakonda,Others,2.5,18,1,0,0
2022-06-01,Hyderabad,Food Processing,0.25,30,1,0,0
2022-06-01,Jagtial,Beverages,0.02,1,0,1,0
2022-06-01,Jagtial,Engineering,0.251,6,0,0,2
2022-06-01,Jagtial,Food Processing,1.1960000000000002,33,0,5,0
2022-06-01,Jagtial,Others,0.27,15,0,1,0
2022-06-01,Jangaon,Food Processing,1.7149999999999999,17,0,2,0
2022-06-01,Jayashankar Bhupalpally,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,1,0,0,1
2022-06-01,Jayashankar Bhupalpally,Food Processing,0.0924,1,0,1,0
2022-06-01,Jogulamba Gadwal,Others,0.7003999999999999,10,0,0,2
2022-06-01,Jogulamba Gadwal,Pharmaceuticals and Chemicals,0.3252,8,0,0,1
2022-06-01,Kamareddy,Engineering,0.035,2,0,1,0
2022-06-01,Kamareddy,Pharmaceuticals and Chemicals,253.98420000000002,1080,2,0,0
2022-06-01,Kamareddy,Wood and Leather,0.13,4,0,1,0
2022-06-01,Karimnagar,Engineering,0.33,14,0,2,0
2022-06-01,Karimnagar,Food Processing,0.07,2,0,1,0
2022-06-01,Karimnagar,Granite and Stone Crushing,5.505,150,2,6,2
2022-06-01,Karimnagar,Others,11.018699999999999,139,2,7,1
2022-06-01,Karimnagar,Paper and Printing,0.17,4,1,0,0
2022-06-01,Karimnagar,"Real Estate,Industrial Parks and IT Buildings",0.25,12,0,1,0
2022-06-01,Khammam,Agro based incl Cold Storages,9.8326,14,0,2,0
2022-06-01,Khammam,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6,0,0,1
2022-06-01,Khammam,Electrical and Electronic Products,0.18,4,1,0,0
2022-06-01,Khammam,Engineering,0.045,2,1,0,0
2022-06-01,Khammam,Food Processing,2.0438,20,1,1,3
2022-06-01,Khammam,Granite and Stone Crushing,8.6184,45,2,0,0
2022-06-01,Khammam,Plastic and Rubber,0.105,3,0,1,0
2022-06-01,Komaram Bheem Asifabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,25,1,0,0
2022-06-01,Komaram Bheem Asifabad,Food Processing,1.1518,20,1,1,0
2022-06-01,Mahabubabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.11,3,0,1,0
2022-06-01,Mahabubabad,Engineering,0.065,3,0,1,0
2022-06-01,Mahabubabad,Food Processing,0.087,6,1,0,0
2022-06-01,Mahabubnagar,Agro based incl Cold Storages,0.25,6,1,0,0
2022-06-01,Mahabubnagar,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,20,1,0,0
2022-06-01,Mahabubnagar,Engineering,0.5399,15,0,0,1
2022-06-01,Mahabubnagar,Food Processing,0.15,15,1,0,0
2022-06-01,Mahabubnagar,Granite and Stone Crushing,2.41,19,2,0,0
2022-06-01,Mahabubnagar,Others,7.5232,100,1,0,0
2022-06-01,Mahabubnagar,R&D,127.82,340,1,0,0
2022-06-01,Mancherial,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.0150000000000001,21,1,2,0
2022-06-01,Mancherial,Granite and Stone Crushing,1.1325,25,1,0,0
2022-06-01,Mancherial,Solar and Other Renewable Energy,158.661,20,1,0,0
2022-06-01,Medak,Engineering,0.35,1,1,0,0
2022-06-01,Medak,Food Processing,13.555599999999998,50,2,0,0
2022-06-01,Medak,Others,5.2536,49,1,0,0
2022-06-01,Medak,Pharmaceuticals and Chemicals,294.299,150,1,0,0
2022-06-01,Medak,Plastic and Rubber,0.16,5,1,0,0
2022-06-01,Medchal-Malkajgiri,Agro based incl Cold Storages,0.55,6,1,0,0
2022-06-01,Medchal-Malkajgiri,Automobile,0.5,15,1,0,0
2022-06-01,Medchal-Malkajgiri,Beverages,0.7,10,2,0,1
2022-06-01,Medchal-Malkajgiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.15,50,5,0,0
2022-06-01,Medchal-Malkajgiri,Electrical and Electronic Products,0.0961,20,1,0,0
2022-06-01,Medchal-Malkajgiri,Engineering,25.0237,249,23,1,1
2022-06-01,Medchal-Malkajgiri,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.04,20,1,0,0
2022-06-01,Medchal-Malkajgiri,Food Processing,0.5449999999999999,22,3,0,0
2022-06-01,Medchal-Malkajgiri,Granite and Stone Crushing,0.98,10,1,0,0
2022-06-01,Medchal-Malkajgiri,Others,1.35,32,3,0,0
2022-06-01,Medchal-Malkajgiri,Paper and Printing,3.1,194,5,0,0
2022-06-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,11.540000000000001,99,8,0,0
2022-06-01,Medchal-Malkajgiri,Plastic and Rubber,1.35,56,4,2,0
2022-06-01,Medchal-Malkajgiri,R&D,19.52,209,5,0,0
2022-06-01,Medchal-Malkajgiri,Textiles,0.25,4,1,0,0
2022-06-01,Mulugu,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.9169,12,1,0,0
2022-06-01,Mulugu,Food Processing,0.1,6,1,0,0
2022-06-01,Nagarkurnool,Food Processing,5.1982,60,5,1,0
2022-06-01,Nagarkurnool,Solar and Other Renewable Energy,35.05,75,2,0,0
2022-06-01,Nalgonda,Food Processing,6.180000000000001,31,2,1,0
2022-06-01,Nalgonda,Granite and Stone Crushing,1.86,15,1,0,0
2022-06-01,Nalgonda,Others,0.5,8,1,0,1
2022-06-01,Nalgonda,Pharmaceuticals and Chemicals,19.05,140,1,1,0
2022-06-01,Narayanpet,Textiles,0.229,10,0,1,0
2022-06-01,Nirmal,Plastic and Rubber,0.05,4,0,1,0
2022-06-01,Nizamabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10,0,1,0
2022-06-01,Nizamabad,Food Processing,1.675,13,1,1,0
2022-06-01,Nizamabad,Pharmaceuticals and Chemicals,0.18,5,0,1,0
2022-06-01,Nizamabad,Plastic and Rubber,0.15,5,0,1,0
2022-06-01,Nizamabad,Wood and Leather,0.15,5,0,1,0
2022-06-01,Peddapalli,Food Processing,0.26,2,1,0,0
2022-06-01,Peddapalli,Others,1.23,10,1,0,0
2022-06-01,Peddapalli,Pharmaceuticals and Chemicals,0.19,15,0,1,0
2022-06-01,Peddapalli,Plastic and Rubber,0.25,4,0,1,0
2022-06-01,Rajanna Sircilla,Agro based incl Cold Storages,0.25,15,0,1,0
2022-06-01,Rajanna Sircilla,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.48,24,1,1,1
2022-06-01,Rajanna Sircilla,Engineering,0.48,14,1,1,1
2022-06-01,Rajanna Sircilla,Food Processing,2.7931999999999997,57,2,4,0
2022-06-01,Rajanna Sircilla,Granite and Stone Crushing,1.9,15,0,1,0
2022-06-01,Ranga Reddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.75,28,3,0,0
2022-06-01,Ranga Reddy,Engineering,14.0692,81,1,3,1
2022-06-01,Ranga Reddy,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.2,3,1,0,0
2022-06-01,Ranga Reddy,Food Processing,0.28,16,1,1,0
2022-06-01,Ranga Reddy,Granite and Stone Crushing,239.2212,304,3,0,0
2022-06-01,Ranga Reddy,Others,1.26,100,2,0,0
2022-06-01,Ranga Reddy,Paper and Printing,0.8333999999999999,21,2,1,0
2022-06-01,Ranga Reddy,Pharmaceuticals and Chemicals,1.9493999999999998,35,1,2,0
2022-06-01,Ranga Reddy,Plastic and Rubber,19.5638,185,7,2,0
2022-06-01,Ranga Reddy,Textiles,8.16,53,2,0,0
2022-06-01,Ranga Reddy,Wood and Leather,0.8,10,1,0,0
2022-06-01,Sangareddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.75,20,1,0,0
2022-06-01,Sangareddy,Electrical and Electronic Products,3.0,40,1,0,0
2022-06-01,Sangareddy,Engineering,41.8674,204,6,0,0
2022-06-01,Sangareddy,Food Processing,0.5325,21,2,0,2
2022-06-01,Sangareddy,Granite and Stone Crushing,0.25,5,1,0,0
2022-06-01,Sangareddy,Others,24.2868,180,4,1,0
2022-06-01,Sangareddy,Paper and Printing,1.5,1,1,0,0
2022-06-01,Sangareddy,Pharmaceuticals and Chemicals,3.75,45,3,0,0
2022-06-01,Sangareddy,Plastic and Rubber,46.4495,836,3,0,0
2022-06-01,Sangareddy,R&D,4.1003,50,1,1,0
2022-06-01,Sangareddy,Solar and Other Renewable Energy,169.278,20,1,0,0
2022-06-01,Sangareddy,Wood and Leather,0.9,50,0,1,0
2022-06-01,Siddipet,Agro based incl Cold Storages,530.0,206,1,0,0
2022-06-01,Siddipet,Engineering,3.7658,27,2,0,0
2022-06-01,Siddipet,Food Processing,3.6375,33,3,0,0
2022-06-01,Siddipet,Others,0.235,10,1,0,0
2022-06-01,Siddipet,Pharmaceuticals and Chemicals,3.9952,40,1,0,0
2022-06-01,Suryapet,Beverages,3.764,25,0,1,0
2022-06-01,Vikarabad,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.386,11,1,1,0
2022-06-01,Vikarabad,Engineering,17.22,50,1,0,0
2022-06-01,Vikarabad,Food Processing,0.7522,20,1,3,0
2022-06-01,Vikarabad,Granite and Stone Crushing,0.663,26,3,1,0
2022-06-01,Vikarabad,Others,0.1,10,0,1,0
2022-06-01,Wanaparthy,Food Processing,4.3568999999999996,230,6,0,0
2022-06-01,Warangal,Agro based incl Cold Storages,0.1153,3,1,0,0
2022-06-01,Warangal,Food Processing,1.25,9,1,0,0
2022-06-01,Warangal,Pharmaceuticals and Chemicals,0.1,10,1,0,0
2022-06-01,Yadadri Bhuvanagiri,Electrical and Electronic Products,1.882,15,0,1,0
2022-06-01,Yadadri Bhuvanagiri,Engineering,11.155,154,3,3,0
2022-06-01,Yadadri Bhuvanagiri,Granite and Stone Crushing,0.24,5,1,0,0
2022-06-01,Yadadri Bhuvanagiri,Paper and Printing,3.2961,13,2,0,0
2022-06-01,Yadadri Bhuvanagiri,Plastic and Rubber,0.24,4,0,1,0
2022-06-01,Yadadri Bhuvanagiri,Textiles,0.36,5,1,0,0
2022-07-01,Bhadradri Kothagudem,Beverages,0.06,2,0,0,1
2022-07-01,Bhadradri Kothagudem,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.18,10,0,0,1
2022-07-01,Bhadradri Kothagudem,Food Processing,0.6,5,1,0,0
2022-07-01,Bhadradri Kothagudem,Others,0.7,16,0,1,0
2022-07-01,Bhadradri Kothagudem,Paper and Printing,950.0,1,1,0,0
2022-07-01,Hanumakonda,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,6,0,1,0
2022-07-01,Hanumakonda,Engineering,2.16,10,0,0,1
2022-07-01,Hanumakonda,Food Processing,3.856,27,2,0,0
2022-07-01,Hanumakonda,Granite and Stone Crushing,1.8647,14,0,2,0
2022-07-01,Hanumakonda,Textiles,3.8777999999999997,30,0,3,0
2022-07-01,Hyderabad,Engineering,21.0,48,1,0,0
2022-07-01,Jagtial,Agro based incl Cold Storages,0.235,8,0,1,0
2022-07-01,Jagtial,Beverages,0.12,4,1,0,0
2022-07-01,Jagtial,Engineering,0.19,3,0,2,0
2022-07-01,Jagtial,Food Processing,1.5268000000000002,35,0,4,0
2022-07-01,Jangaon,Beverages,0.029,1,0,1,0
2022-07-01,Jangaon,Food Processing,2.49,100,1,0,0
2022-07-01,Jangaon,Granite and Stone Crushing,0.47,15,1,0,0
2022-07-01,Jangaon,Wood and Leather,0.01,1,0,1,0
2022-07-01,Jayashankar Bhupalpally,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.195,6,0,1,0
2022-07-01,Kamareddy,Engineering,0.27,7,0,2,0
2022-07-01,Kamareddy,Food Processing,0.046,4,3,0,0
2022-07-01,Kamareddy,Granite and Stone Crushing,0.25,10,1,0,0
2022-07-01,Kamareddy,Solar and Other Renewable Energy,326.097,20,1,0,0
2022-07-01,Kamareddy,Textiles,0.052,5,0,0,1
2022-07-01,Kamareddy,Wood and Leather,0.25,20,1,0,0
2022-07-01,Karimnagar,Engineering,0.8,26,0,4,1
2022-07-01,Karimnagar,Food Processing,0.7949999999999999,37,0,3,1
2022-07-01,Karimnagar,Granite and Stone Crushing,3.8899999999999997,105,3,4,0
2022-07-01,Karimnagar,Others,5.9064,163,2,9,0
2022-07-01,Karimnagar,Plastic and Rubber,0.2306,12,0,1,0
2022-07-01,Karimnagar,"Real Estate,Industrial Parks and IT Buildings",0.2263,8,0,1,0
2022-07-01,Khammam,Agro based incl Cold Storages,32.8046,25,3,1,0
2022-07-01,Khammam,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.815,6,1,0,0
2022-07-01,Khammam,Engineering,0.37,54,1,0,1
2022-07-01,Khammam,Food Processing,3.2744,12,2,0,0
2022-07-01,Khammam,Others,0.22,6,0,1,0
2022-07-01,Khammam,Paper and Printing,0.07,3,0,0,1
2022-07-01,Khammam,Pharmaceuticals and Chemicals,7.64,25,0,1,0
2022-07-01,Khammam,Plastic and Rubber,0.159,9,0,0,2
2022-07-01,Mahabubabad,Food Processing,1.22,12,0,2,0
2022-07-01,Mahabubabad,Granite and Stone Crushing,0.47,15,1,0,0
2022-07-01,Mahabubabad,Others,0.715,18,1,2,0
2022-07-01,Mahabubabad,Textiles,0.165,8,0,2,0
2022-07-01,Mahabubnagar,Agro based incl Cold Storages,0.25,6,1,0,0
2022-07-01,Mahabubnagar,Electrical and Electronic Products,2.0059,30,1,0,0
2022-07-01,Mahabubnagar,Engineering,0.48,4,0,0,1
2022-07-01,Mahabubnagar,Food Processing,0.21,8,1,0,0
2022-07-01,Mahabubnagar,Granite and Stone Crushing,0.25,4,1,0,0
2022-07-01,Mahabubnagar,Pharmaceuticals and Chemicals,0.67,5,1,0,0
2022-07-01,Mahabubnagar,Wood and Leather,6.0,130,1,0,0
2022-07-01,Mancherial,Plastic and Rubber,0.25,6,1,0,0
2022-07-01,Medak,Agro based incl Cold Storages,0.25,10,1,0,0
2022-07-01,Medak,Beverages,0.6,5,1,0,0
2022-07-01,Medak,Engineering,5.4042,50,3,1,0
2022-07-01,Medak,Food Processing,12.78,35,2,0,0
2022-07-01,Medak,Paper and Printing,2.8333,20,1,0,0
2022-07-01,Medchal-Malkajgiri,Agro based incl Cold Storages,7.19,55,2,0,0
2022-07-01,Medchal-Malkajgiri,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.51,24,2,1,0
2022-07-01,Medchal-Malkajgiri,Electrical and Electronic Products,6.795999999999999,120,5,0,0
2022-07-01,Medchal-Malkajgiri,Engineering,8.835799999999999,242,11,9,0
2022-07-01,Medchal-Malkajgiri,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,5,1,0,0
2022-07-01,Medchal-Malkajgiri,Food Processing,0.02,102,2,0,0
2022-07-01,Medchal-Malkajgiri,Granite and Stone Crushing,0.25,10,1,0,0
2022-07-01,Medchal-Malkajgiri,Others,22.2779,110,4,0,0
2022-07-01,Medchal-Malkajgiri,Pharmaceuticals and Chemicals,51.129999999999995,82,4,3,0
2022-07-01,Medchal-Malkajgiri,Plastic and Rubber,14.2444,128,10,2,0
2022-07-01,Medchal-Malkajgiri,R&D,74.81099999999999,179,6,1,0
2022-07-01,Medchal-Malkajgiri,Wood and Leather,0.9473,30,2,0,0
2022-07-01,Mulugu,Food Processing,0.6,9,0,1,0
2022-07-01,Nagarkurnool,Agro based incl Cold Storages,2.75,15,0,1,0
2022-07-01,Nagarkurnool,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.95,10,1,0,0
2022-07-01,Nagarkurnool,Engineering,1.0,8,0,1,0
2022-07-01,Nagarkurnool,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.245,5,1,0,0
2022-07-01,Nagarkurnool,Food Processing,5.455,62,5,0,0
2022-07-01,Nagarkurnool,Granite and Stone Crushing,0.99,1,1,0,0
2022-07-01,Nalgonda,Agro based incl Cold Storages,1.0,4,0,1,0
2022-07-01,Nalgonda,Food Processing,2.3763,25,1,1,0
2022-07-01,Nalgonda,Others,4.914,15,1,0,0
2022-07-01,Nalgonda,Plastic and Rubber,0.15,6,1,0,0
2022-07-01,Narayanpet,Food Processing,2.8499999999999996,20,0,1,1
2022-07-01,Nirmal,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,3,1,0,0
2022-07-01,Nirmal,Food Processing,1.0,10,1,0,0
2022-07-01,Nizamabad,Engineering,0.04,2,0,1,0
2022-07-01,Nizamabad,Food Processing,1.51,35,1,3,0
2022-07-01,Nizamabad,Plastic and Rubber,0.10200000000000001,12,0,2,0
2022-07-01,Peddapalli,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,20,0,1,0
2022-07-01,Peddapalli,Engineering,0.21,5,0,1,0
2022-07-01,Rajanna Sircilla,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,8,0,1,0
2022-07-01,Rajanna Sircilla,Food Processing,3.3,84,3,5,0
2022-07-01,Ranga Reddy,Agro based incl Cold Storages,6.1068,58,5,0,0
2022-07-01,Ranga Reddy,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.64,24,2,0,1
2022-07-01,Ranga Reddy,Electrical and Electronic Products,74.7001,190,2,0,0
2022-07-01,Ranga Reddy,Engineering,12.364,163,5,0,1
2022-07-01,Ranga Reddy,Food Processing,0.2,10,1,0,0
2022-07-01,Ranga Reddy,Granite and Stone Crushing,0.25,7,0,1,0
2022-07-01,Ranga Reddy,Others,124.28720000000001,688,3,1,0
2022-07-01,Ranga Reddy,Paper and Printing,92.98,540,1,0,0
2022-07-01,Ranga Reddy,Pharmaceuticals and Chemicals,4.737,56,2,0,1
2022-07-01,Ranga Reddy,Plastic and Rubber,12.571299999999999,82,8,0,0
